"CODE"	"FRANSE BENAMING"	"NEDERLANDSE BENAMING"	"DUITSE BENAMING"	"BEGINDATUM"	"EINDDATUM"
"93030"	"Gourdinne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93029"	"Gonrieux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93028"	"Gochenée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93027"	"Gimnée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93026"	"Frasnes (lez-Couvin)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93025"	"Franchimont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93024"	"Fraire"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93023"	"Fontenelle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93022"	"Florennes"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93021"	"Flavion"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93020"	"Fagnolle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93019"	"Dourbes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"93018"	"Doische"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93017"	"Daussois"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93016"	"Dailly"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93015"	"Cul-des-Sarts"	"-"	"-"	"01.01.0001"	"01.01.1977"
"93014"	"Couvin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"93013"	"Corenne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92091"	"Moustier (sur-Sambre)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92090"	"Mornimont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92089"	"Moignelée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92088"	"Meux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92087"	"Mettet"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92086"	"Mehaigne"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92085"	"Mazy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92084"	"Marchovelette"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92083"	"Marche-les-Dames"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92082"	"Malonne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92081"	"Maizeret"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92080"	"Maillen"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92079"	"Lustin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92078"	"Loyers"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92077"	"Lonzée"	"-"	"-"	"01.01.0001"	"05.01.1965"
"92076"	"Longchamps (lez-Dhuy)"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92075"	"Lives-sur-Meuse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92074"	"Ligny"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92073"	"Liernu"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92072"	"Leuze (Longchamps)"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92071"	"Lesve"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92070"	"Le Roux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92069"	"Keumiée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92068"	"Jemeppe (sur-Sambre)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92067"	"Jambes"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92066"	"Jallet"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92065"	"Isnes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92064"	"Hingeon"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92063"	"Hemptinne (lez-Eghezée)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92062"	"Hanret"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92061"	"Ham-sur-Sambre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92060"	"Haltinne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92059"	"Haillot"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92058"	"Graux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92057"	"Grand-Manil"	"-"	"-"	"01.01.0001"	"05.01.1965"
"92056"	"Grand-Leez"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92055"	"Goesnes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92054"	"Gesves"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92053"	"Gembloux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92052"	"Gelbressée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92051"	"Furnaux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92050"	"Franière"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92049"	"Franc-Waret"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92048"	"Fosses-la-Ville"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92047"	"Forville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92046"	"Floriffoux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92045"	"Floreffe"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92044"	"Florée"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92043"	"Flawinne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92042"	"Faulx-les-Tombes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92041"	"Falisolle"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92040"	"Evelette"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92039"	"Erpent"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92038"	"Ernage"	"-"	"-"	"01.01.0001"	"05.01.1965"
"92037"	"Ermeton-sur-Biert"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92036"	"Emines"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92035"	"Eghezée"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92034"	"Dhuy"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92033"	"Denée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92032"	"Dave"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92031"	"Daussoulx"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92030"	"Crupet"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92029"	"Coutisse"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92028"	"Courrière"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92027"	"Cortil-Wodon"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92026"	"Corroy-le-Château"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92025"	"Cognelée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92024"	"Champion"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92023"	"Branchon"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92022"	"Bovesse"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92021"	"Bouge"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92020"	"Bothey"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92019"	"Bossière"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92018"	"Bonneville"	"-"	"-"	"01.01.0001"	"10.02.1977"
"92017"	"Boninne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92016"	"Boneffe"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92015"	"Bolinne"	"-"	"-"	"01.01.0001"	"31.01.1977"
"92014"	"Bois-de-Villers"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92013"	"Biesme (Nam.)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92012"	"Bierwart"	"-"	"-"	"01.01.0001"	"03.01.1977"
"92011"	"Beuzet"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92010"	"Belgrade"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92009"	"Beez"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92008"	"Balâtre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92007"	"Auvelais"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92006"	"Assesse"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92005"	"Arsimont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"92004"	"Arbre (Namur)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92003"	"Andenne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"92002"	"Aisemont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"92001"	"Aische-en-Refail"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91143"	"Vresse-sur-Semois"	"-"	"-"	"01.02.1977"	"31.12.9999"
"91142"	"Hastière"	"-"	"-"	"03.01.1977"	"31.12.9999"
"91141"	"Yvoir"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91140"	"Winenne"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91139"	"Willerzie"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91138"	"Wiesme"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91137"	"Weillen"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91136"	"Wavreille"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91135"	"Waulsort"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91134"	"Warnant"	"-"	"-"	"01.01.0001"	"06.01.1965"
"91133"	"Wanlin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91132"	"Wancennes"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91131"	"Waillet"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91130"	"Vresse"	"-"	"-"	"01.01.0001"	"01.02.1977"
"91129"	"Vonêche"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91128"	"Villers-sur-Lesse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91127"	"Verlée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91126"	"Vencimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91125"	"Thynes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91124"	"Spontin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91123"	"Sovet"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91122"	"Sorinnes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91121"	"Sommière"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91120"	"Somme-Leuze"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91119"	"Sinsin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91118"	"Serinchamps"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91117"	"Scy"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91116"	"Schaltin"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91115"	"Sart-Custinne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91114"	"Rochefort"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91113"	"Rivière"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91112"	"Rienne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91111"	"Resteigne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91110"	"Purnode"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91109"	"Porcheresse (en-Condroz)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91108"	"Pondrôme"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91107"	"Petit-Fays"	"-"	"-"	"01.01.0001"	"05.01.1965"
"85047"	"Rouvroy"	"-"	"-"	"03.01.1977"	"31.12.9999"
"91002"	"Achet"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91001"	"Achêne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85046"	"Habay"	"-"	"-"	"03.01.1977"	"31.12.9999"
"85045"	"Virton"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85044"	"Villers-sur-Semois"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85043"	"Villers-la-Loue"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91010"	"Baillonville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91009"	"Baillamont"	"-"	"-"	"01.01.0001"	"02.01.1965"
"91008"	"Ave-et-Auffe"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91007"	"Anseremme"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91006"	"Annevoie-Rouillon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91005"	"Anhée"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91004"	"Ambly"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91003"	"Alle"	"-"	"-"	"01.01.0001"	"01.02.1977"
"85042"	"Villers-devant-Orval"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85041"	"Vance"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85040"	"Torgny"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85039"	"Tintigny"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85038"	"Termes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85037"	"Sommethonne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85036"	"Saint-Vincent"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85035"	"Saint-Mard"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85034"	"Saint-Léger (Lux.)"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85033"	"Sainte-Marie (sur-Semois)"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85032"	"Sainte-Cécile"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85031"	"Rulles"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85030"	"Ruette"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85029"	"Rossignol"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85028"	"Robelmont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85027"	"Mussy-la-Ville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91042"	"Falaën"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91041"	"Evrehailles"	"-"	"-"	"01.01.0001"	"29.01.1965"
"91040"	"Eprave"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91039"	"Emptinne"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91038"	"Durnal"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91037"	"Dréhance"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91036"	"Dorinne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91035"	"Dion"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91034"	"Dinant"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91033"	"Custinne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91032"	"Cornimont"	"-"	"-"	"01.01.0001"	"02.01.1965"
"91031"	"Conneux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91030"	"Ciney"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91029"	"Ciergnon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91028"	"Chevetogne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91027"	"Chairière"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91026"	"Celles (lez-Dinant)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91025"	"Bure"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91024"	"Buissonville"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91023"	"Braibant"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91022"	"Bouvignes-sur-Meuse"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91021"	"Bourseigne-Vieille"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91020"	"Bourseigne-Neuve"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91019"	"Bonsin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91018"	"Bohan"	"-"	"-"	"01.01.0001"	"01.02.1977"
"91017"	"Blaimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91016"	"Bioul"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91015"	"Bièvre"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91014"	"Bellefontaine"	"-"	"-"	"01.01.0001"	"05.01.1965"
"91013"	"Beauraing"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91012"	"Barvaux-Condroz"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91011"	"Baronville"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91106"	"Pessoux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91105"	"Patignies"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91104"	"Orchimont"	"-"	"-"	"01.01.0001"	"01.02.1977"
"91103"	"Onhaye"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91102"	"Oizy"	"-"	"-"	"01.01.0001"	"28.02.1977"
"91101"	"Noiseux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91100"	"Nettinne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91099"	"Natoye"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91098"	"Naomé"	"-"	"-"	"01.01.0001"	"28.02.1977"
"91097"	"Nafraiture"	"-"	"-"	"01.01.0001"	"01.02.1977"
"91096"	"Mouzaive"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91095"	"Mont-Gauthier"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91094"	"Mont"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91093"	"Monceau-en-Ardenne"	"-"	"-"	"01.01.0001"	"28.02.1977"
"91092"	"Mohiville"	"-"	"-"	"01.01.0001"	"29.01.1977"
"91091"	"Miécret"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91090"	"Mesnil-Saint-Blaise"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91089"	"Mesnil-Eglise"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91088"	"Membre"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91087"	"Méan"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91086"	"Martouzin-Neuville"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91085"	"Malvoisin"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91084"	"Maffe"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91083"	"Louette-Saint-Pierre"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91082"	"Louette-Saint-Denis"	"-"	"-"	"01.01.0001"	"01.02.1977"
"91081"	"Lisogne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91080"	"Lessive"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91079"	"Leignon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91078"	"Lavaux-Sainte-Anne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91077"	"Laforêt"	"-"	"-"	"01.01.0001"	"04.01.1965"
"91076"	"Jeneffe (en-Condroz)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91075"	"Jemelle"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91074"	"Javingue"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91073"	"Hulsonniaux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91072"	"Houyet"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91071"	"Houx"	"-"	"-"	"01.01.0001"	"29.01.1965"
"91070"	"Hour"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91069"	"Houdremont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91068"	"Honnay"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91067"	"Hogne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91066"	"Heure"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91065"	"Heer"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91064"	"Havelange"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91063"	"Haut-le-Wastia"	"-"	"-"	"01.01.0001"	"06.01.1965"
"91062"	"Hastière-par-del^"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91061"	"Hastière-Lavaux"	"-"	"-"	"01.01.0001"	"03.01.1977"
"91060"	"Han-sur-Lesse"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91059"	"Hamois"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91058"	"Gros-Fays"	"-"	"-"	"01.01.0001"	"02.01.1965"
"91057"	"Graide"	"-"	"-"	"01.01.0001"	"28.02.1977"
"91056"	"Godinne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91055"	"Gerin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"91054"	"Gedinne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"91053"	"Furfooz"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91052"	"Fronville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91051"	"Froidfontaine"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91050"	"Foy-Notre-Dame"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91049"	"Focant"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91048"	"Flostoy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91047"	"Finnevaux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91046"	"Feschaux"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91045"	"Felenne"	"-"	"-"	"01.01.0001"	"31.01.1977"
"91044"	"Falmignoul"	"-"	"-"	"01.01.0001"	"02.01.1977"
"91043"	"Falmagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85026"	"Musson"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85025"	"Muno"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85024"	"Meix-devant-Virton"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85023"	"Les Bulles"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85022"	"Latour"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85021"	"Lamorteau"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85020"	"Lacuisine"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85019"	"Jamoigne"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85018"	"Izel"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85017"	"Houdemont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85016"	"Harnoncourt"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85015"	"Habay-la-Vieille"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85014"	"Habay-la-Neuve"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85013"	"Gérouville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85012"	"Fontenoille"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85011"	"Florenville"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85010"	"Ethe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85009"	"Etalle"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85008"	"Dampicourt"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85007"	"Chiny"	"-"	"-"	"01.01.0001"	"31.12.9999"
"85006"	"Châtillon"	"-"	"-"	"01.01.0001"	"01.01.1977"
"85005"	"Chassepierre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85004"	"Chantemelle"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85003"	"Buzenol"	"-"	"-"	"01.01.0001"	"03.01.1977"
"85002"	"Bleid"	"-"	"-"	"01.01.0001"	"02.01.1977"
"85001"	"Bellefontaine (lez-Etalle)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84077"	"Libramont-Chevigny"	"-"	"-"	"02.01.1977"	"31.12.9999"
"84076"	"Witry"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84075"	"Wellin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84074"	"Vivy"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84073"	"Villance"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84072"	"Vesqueville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84071"	"Ucimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84070"	"Transinne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84069"	"Tournay"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84068"	"Tellin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84067"	"Suxy"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84066"	"Sugny"	"-"	"-"	"01.01.0001"	"01.02.1977"
"84065"	"Straimont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84064"	"Sohier"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84063"	"Smuid"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84062"	"Sensenruth"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84061"	"Saint-Pierre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84060"	"Saint-Médard"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84059"	"Saint-Hubert"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84058"	"Sainte-Marie-Chevigny"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84057"	"Rochehaut"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84056"	"Remagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84055"	"Redu"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84054"	"Recogne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84053"	"Pussemange"	"-"	"-"	"01.01.0001"	"01.01.1965"
"84052"	"Poupehan"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84051"	"Porcheresse"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84050"	"Paliseul"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84049"	"Orgeo"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84048"	"Opont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84047"	"Offagne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84046"	"Ochamps"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84045"	"Nollevaux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84044"	"Noirefontaine"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84043"	"Neufchâteau"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84042"	"Moircy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84041"	"Mirwart"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84040"	"Mellier"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84039"	"Maissin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84038"	"Longlier"	"-"	"-"	"01.01.0001"	"16.05.1977"
"84037"	"Lomprez"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84036"	"Libramont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84035"	"Libin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84034"	"Les Hayons"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84033"	"Léglise"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84032"	"Lavacherie"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84031"	"Juseret"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84030"	"Jehonville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"84029"	"Herbeumont"	"-"	"-"	"01.01.0001"	"31.12.9999"
"84028"	"Haut-Fays"	"-"	"-"	"01.01.0001"	"03.01.1977"
"84027"	"Hatrival"	"-"	"-"	"01.01.0001"	"03.01.1977"
